top1,예상질문,통화내용
요금문의,"가스 요금이 작년에 비해 많이 나왔는데, 미납 요금이나 요금 내역을 자세히 확인할 수 있을까요?",정성을 다하겠습니다. 삼천리 도시가스 정연입니다. 여보세요? 네. 아니 저희가 가스 요금이 너무 많이 나오는 거 같아서요. 문의하신 주소가 어떻게 되십니까? 인주대로 366에 23. 네. 2동 102호. 명의자 분 성함은 어떻게 되십니까? 김공협. 네 확인 감사합니다. 네. 사용자 분이 없으신데 좀 바닥에 좀 나오시는 거 같으신 거세요? 작년에 비해서 작년이랑 제가 똑같이 보일러를 틀어서 거의 두개 정도가 나왔거든요. 이번월 겨울에. 올겨울이 더 추웠기 때문에 다른 세대인데도 좀 증가되시는 부분은 맞습니다만. 네. 지금 말씀하신 대로 좀 과다게 좀 많이 증가되신 부분도 확인이 되세요. 예. 저희가 방문 드려서 한번 점검해드릴 건데. 아. 혹시 실주로 오전 물이 떨어지거나 하시는 부분은 없으세요? 보일러 보일러 통에서요? 네 아니 없어요. 그런건 없으세요? 네 네. 네 일단은 전화드리고 방문 드릴테는데 혹시 언제가 괜찮으실까요? 고객님? 네 오전도 괜찮아요 오전에 괜찮고. 네 오전이시면 11시에서 12시 가능하신데 괜찮을까요? 11시 12시요? 네. 그전에는 안되고요? 네 지금 앙증리하고 막음되셔서 지금 가능한 시간이세요. 일단 그걸로 좀 해주세요. 네 전화드리고 방문 드려서 혹시라도 누설이 있으신지 확인해드릴수 있도록 전화해드리겠습니다. 만약에 언니 누설이 없는데도 정면이랑 이게 검침수가 비슷한데. 네. 이렇게 많이 넣으면 이유가 뭘까요? 사용량이 증가되신거세요. 언니가 딱 보셔도 사용량이 많이 증가된건 아니잖아요. 일단은 세대가 뭐 변동성이 없다면. 네. 지금 말씀하신 대로 사용하시는 부분이 작년 대비해서 비슷하셔야 되는 부분은 맞으세요. 예. 근데 지금 다른 세대의 경우에도 지금 작년 대비해서 올해 겨울에 한 0.5배 정도 더 사용량은 발송되시는 부분은 확인되어 있으시거든요. 음. 고객님 말씀하신 대로 네 지금 그 이상보다도 더 사용량이 발송되시는 부분이 보기 때문에. 네. 저희가 가스 점검을 해드리는 거고요. 네. 지금 점검에 이상이 없다면 온수물이 어디서 쓰시는 수도 있으세요. 음. 그러시기 때문에 그 이제 수준이나 이런 부분에 대해서 저희가 확인해 드리기가 어렵고. 예. 저희는 가스쪽만 혹시나 누절 있으신지 확인해 드리는 거세요. 아 예 알겠습니다. 네 더 궁금한 사항 있으십니까? 네 없어요. 네 감사합니다. 감사합니다. 네. 네.
요금문의,"미납 요금이 없는 상황에서 이중 결제가 된 것 같은데, 결제 내역을 다시 확인해 주실 수 있나요?",정성을 다하겠습니다 삼천리 도시가스 현정입니다. 네네 그 저 카드 결제를 했는데 미납이 돼갖고. 네. 그 공급 중지된다고 해가지고 내가 지금 카드 팔칠십팔만 원 팔음파 얼마 얼마야. 어 789767원인데. 네. 그 결제를 하나 했는데 40만짜리 결제 했는데. 네네. 그 그 카드 결제 하는데 해서 전화가 왔고 두번 결제를 해달라고 했지대 했는데 지금 하나가 결제가 안떨려졌는지 떨어져있는지 지금 롯데 카드를 하나 했는데 롯데 카드가 지금 됐는지 성함이 됐는지 한번 좀 확인 되나요? 일단 주소를 좀 먼저 불러주시겠어요? 어 이날로 412번길 25 아 그렇죠 그니깐 87에 17 청학길. 성함이 어떻게 되십니까? 주원 7동 주원 7동. 성함이 어떻게 되세요? 저는 장복희. 지금. 329970원하고요 244640원하고 두꺼 다 결제됐습니다 고객님. 아 결제가 그러면 총 얼마 됐다는에요 잠시만요 내가 40만짜리 하나 했거든요. 40만원짜리 하셨다고? 이거 두개가 다 결제가 되셔서. 아 지금 오늘 결제된거에요? 네네. 그런데. 14. 오늘 결제가 됐는데 아닌데. 54610원 되셨네요. 어? 뭔 소리야? 아니 지금 40만원짜리 점액 카드 접수 카드 결제 있거든요. 결제 다 들어갔어요 고객님 이상없이요. 아 이제 완료가 됐어요 이거 뭐. 네 미납금 없습니다 고객님. 아 미납금이 없다고? 예. 그러면 내가 40만하고 389000원짜리 롯데 카드는 인증이 됐거나 깨드는 왜 그날 또 끊어져 버리게 되나 안되나요 선생님 제가. 예. 그러면 내가 40만하고 389까지 롯데 카드로 인증이 됐거나 깨드는 왜 그날 또 끊어져 버리기는 안됐나요 세입자가. 예예. 삼성은 결제됐다고 여기 뭐 이게 쓰거든요. 예예. 근데 롯데 카드로 했는데 아 결제가 안되는거에요. 아 그러셨어요? 어 문자가 안날라왔어. 네. 그래서 그럼 됐으면은. 총금액은 389767원. 아. 아 맞어 맞어. 네. 어 오케이 할게요 딱 했네 확인을 해봐야 되는데 또 끊어져 버리는 거 같고 어머 이거 뭐 됐난 거예요 그냥 또 바로 그냥 카톡이 뜨거든요. 네네. 어 그래요. 알겠습니다. 네 다른 문의사항 없으십니까? 네. 감사합니다 상담원 윤정이였습니다. 예.
요금문의,요금 납부 확인이 가능한가요?,정성을 다하겠습니다 삼천리 도시가스 상담원 예정입니다 무엇을 도와드릴까요? 예 요금 내일 도시가스 요금을 다 결제쯤 할때쯤에 그냥 전화가 꺼졌거든요 혹시 요금 결제 됐는지 확인좀 할게요. 아예 고객님 주소가 어떻게 되실까요? 태평로 60번길 24입니다. 말않고. 혹시 최상동이세요 고객님? 네네네. 아 네 감사합니다. 오늘날짜로 전화 카드 결제 완납되십니다 고객님. 아 네 알겠습니다. 네 감사합니다. 어떻게 하시나요 고객님? 네 감사합니다 4만 얼마죠? 네 맞습니다 고객님. 네 고맙습니다. 네 저는 상담원 예정입니다 좋은하루. 네 네.
요금문의,이번 달 요금 청구서에 기재된 내역을 자세히 알고 싶어요.,정성을 다하겠습니다. 삼천리 도시가스 정연입니다. 네 저 요금 요금 납부좀 하려구요. 문의하신 주소가 어떻게 되십니까? 어 미칠구 주원중로 14 드림치 903호요. 명의자 분 성함은 어떻게 되십니까? 박성동이요. 네 확인 감사합니다. 요금은 얼마 수납하실 예정이십니까? 5999원이요. 카드 맞으십니까? 네. 네 문자 납부 되셨습니다. 감사합니다. 네 감사합니다. 네.
요금문의,납부 확인이 늦어지는 경우 어떻게 해야 하나요?,정성을 다하겠습니다. 삼천리 도시가스 정서인입니다. 네 안녕하세요. 네 안녕하세요. 네 아 저기 아 어제 네. 그 가스요금 다 납부 했는데 또 문자가 계속 와요. 아 그러셨어요 고객님? 네. 혹시 주소가 어떻게 되실까요? 476에 12호요. 476에 네 12번지 고객님 몇도십니까? 202호. 202호시고요. 네 성함이 고객님 주 인자로 샀으신 고객님 되신가요? 네. 혹시 지로 납부 하셨습니까 고객님? 아니요 그냥 카카오페이요. 카카오페이시면은 아직 저희 수납 확인이 안되고 있으세요 고객님. 그 12월 1월 2월 분. 네네. 네 그거 206000얼마인가. 730원. 네네. 아 그거요 그거 그거 납부해서 나와가지고 카톡으로 사진 찍어가지고 문자 전송해서 이거 받는 문자가 아니더라고요. 아 그러신 카카오페이라고 하시면 카드결제 하신 거예요 아니시면 고객님 풍장에 있는 거 인출을. 그냥 이거 자동납부가 설정되어 있었는데 안 빠져나가서 그렇게 된 거예요. 아. 보니까. 예 우산으로 자동이체를 신청을 되어있으셔서 매달 이체리 10날이신데요. 예. 그니깐 지금 카카오페에서 결제가 되셨던 말씀이세요. 아 10날이요? 네네 이체리 매달 10날이시셔서. 근데 7일 날 빠졌는데. 7일 날짜요 고객님? 네 카톡으로 또 문자가 오던데. 네 계좌 같은 경우는 저희가 바로 수납확인이 안되세요 고객님. 그니깐 정확하게 저희 삼천리 도시가스에서 어제 날짜로 이체가 되셨다는 말씀이신거죠? 네 네. 아 그러시면 문자는 오는데 이렇게 뭐 이거는 또 따로 메시지가 오고 그래요? 카톡으로는. 네 지금 저희쪽에는 수납이 안 잡혀 있다 보니 미납 문자가 네 발송이 되신 건데요. 네. 일단 정리하셨을 때 고객님 이체가 되셨다는 말씀이신거죠? 네 좀 보세요 그러면. 어 알겠습니다 그럼 제가 일단 10날 이후에. 3달이 아니라 7일 날 넣었다고 해 7일 날 빠져나갔다고요. 네네 7일 날에 빠져나가는 전체 아직 확인이 안되셔서요 고객님. 일단 10일 이후에 확인해보고 미납되어 있으면 다시. 네 그럼 이게 확인하는 것도 한 몇 요 걸려요? 네 고객님 한 3달 정도는 소요가 됩니다 고객님. 아 그래요? 그럼 저한테 이거 메시지를 넣지 마세요 제가. 네네. 다시 또 클릭하다 보면 다른 거 하다 보니까 인터넷이. 네네. 그냥 그 뭐지 재생이 안 되더라고요 또 다른 거 모바일 주소 같은 거. 네 고객님 아직 수납이 안 잡혀 있으시면 미납문자 또 발송드릴수 있으세요 고객님. 카톡에서 문자하는거는 누가 보내요? 카톡으로 문자보내는거는? 오늘 받으신게 메시지가 있으세요 말씀하시는지. 어제요 어제. 어제 문자로 보내셨어요. 8일 날에는. 네네. 아 7일 날이지 7일 날 바로 하시는데 어제 파드린거 7일 날에는. 8일 날에는 저희가 안전점검 방문 안내를 메시지를 보내드린 거고요. 아. 7일에는 뭐 보내드린 건 없으셨는데요. 그럼 성함은 진짜 그쪽으로 보낸 게 있나 보세요 그러면 안전점검 다 하시면 그것도 같이 받았으니까. 예 안전점검 메시지는 저희가 보내드렸어요 고객님 그리고 오늘 이제 요금 안내. 제가 그러면 핸드폰 핸드폰 번자로 네네. 사진 찍어서 그냥 드릴게. 아 그 사진은 받으시는 번호는 없으시고요. 아니 핸드폰을 주시라고 해요 선생님 핸드폰. 그럼 제가 보내드릴게요 고객님 아예. 전송해드릴게요. 그러면 저는 안하셔도 되잖아요 확인 안하셔도 되고. 아 우선 저희가 그냥 10일 이후에 저희가 확인을 하겠습니다 고객님 저도 문자를 받으신 번호 따로는 없으셔서요. 아 그럼 알았어요. 아 죄송합니다. 뭐 림크 때는 주소 모바일 주소 이런 거 보내지 마세요. 아 삼천리 쪽에서 그 림크 말씀하시는 거예요? 네네 그런 거 보내지 마세요. 제가 아까도 다른 거 잘못 눌러가지고. 아 근데 그거는. 인터넷가서 다 차단해버렸어요. 아 그러세요? 네 하여튼 뭐가 이런거. 근데 고객님. 넣어주지 말세요. 그 링크는 근데 저희가 안전점검 하실때 자가점검 해보실 링크를 보내드리는거 그 부분은 지우고서는 따로 보내드릴수는 없는거라서요. 요금 안내 그 메시지에도 보시면 아마 삼첦 도시가 임대인이 있으신데 아 그런 부분은 지금 안번호 주셨으면 좋겠다고요 네 림크 림크를 누르다가 주소가 웨이크가 사단되니까 네 일단 그 부분은 부탁드려요 건의는 해보겠습니다 고객님 네 상담원 정사랍니다. 네.
요금문의,미납 요금이 있을 경우 납부기한을 연장할 수 있는 방법이 있나요?,정성을 다하겠습니다. 삼천리 도시가스 최연행입니다. 네 제가 요금을 못내주서 네. 고객님 시킨다고 하는데 이거 직접 시간좀 미뤄주실까 해가지고 전화드렸어요. 주소가 어떻게 되십니까? 고객님 납부자 번호가. 네네. 302. 네. 754. 네. 512. 명의자 분 성함은 어떻게 되십니까? 김영대고요 본인 이름. 네 확인 감사합니다. 혹시 11월금 한달만은 수 납이 어려우실까요 고객님? 11월금이요? 네 10880원. 1100. 880원. 11880원이요. 네. 네 그거는 납부 가능해요 얼른. 네 지금 납부하실 계좌를 제가 하나 문자 넣어드리고요. 네. 수입하시겠습니까? 문자되지 않으시도록 조절하겠습니다. 네 혹시 국민은행이든 국민은행으로 좀 주세요. 아 네 국민 계좌와 함께 문자넣어 드리겠습니다. 네 고맙습니다. 네 감사합니다. 네. 
요금문의,지난달 요금이 제대로 청구되었는지 확인해 주실 수 있나요?,정성을 다하겠습니다 삼천리 도시가스 김지입니다. 여보세요? 네 안녕하십니까? 예 제 주소 계좌 이체를 하는데 오늘 은행에서 빠져나가는지 알고 싶어서요. 아 자동이체 말씀이세요? 예. 확인해드리겠습니다 주소가 어떻게 되십니까? 연수동. 네. 567번지 1층 센터요. 잠시만요 연수동 567번지 예예 그냥 연수동 567에요? 예예. 구 주소 불러주시는겁니까? 예예. 여기 1층 명업자 말씀하시는겁니까? 예예. 그리고 저기 집 집도 있거든요 아 그러세요? 네네. 잠시 기다려주시겠습니까? 네.
요금문의,미납 요금을 납부하기 위해 어떤 방법들이 가능한가요?,정성을 다하겠습니다 삼천리 도시가스 현지입니다. 네 여보세요? 네 무엇을 도와드릴게요? 예 미납요금 얼마인지 좀 알아볼려고 전화드렸는데요. 주소를 좀 먼저 알려주시겠습니까? 납부자 번호 좀 알려주세요. 네네 불러주세요. 303 그럼 전자 납부 번호요. 네 303. 303 78에. 네. 181이요. 성함이 누구십니까? 박병주요. 네네 지금 현재 금액은. 예. 12월 1월 2월 이렇게 세달 분 나와있고. 예예. 네 문자 보내드릴까요? 네 문자 해갖고 다 미납요금 접수하실게요. 이사가시는건 아니신거죠 고객님? 예 아닙니다 예예. 그러면 월별 금액으로 해서 문자전송이랑 계좌번호랑 같이 보내드릴까요? 예예. 알겠습니다 더 필요한 사항 있으십니까? 예 없습니다 예 고맙습니다. 고맙습니다 상담원 최은되였습니다.
요금문의,요금이 예상보다 많이 나왔는데 여기저기 다 확인해봐도 문제가 없으면 건물에 다른 요인이 있는 건지 조사해 줄 수 있나요?,정성을 다하겠습니다 삼천리 도시가스 윤정입니다. 네 수고하십니다. 네네 무엇을 도와드릴까요? 음 가스요금이 너무 많다고. 네네. 그래서 전화드렸거든요. 주소 좀 먼저 불러줘보시겠어요? 아 미추월구 연청로 1 주안동 시에 402호요 삼화빌라. 고객님 주소 정확하게 불러주시겠어요? 어 이거. 한국별로방사에서 네? 고객님. 네. 고객님 명의로 되어있으면 전화번호 불러줘봐시겠어요? 저 이거 지난달에는 그거였거든요 어 잠시만요 어 010에 201호에 8호 64요. 성함이 누구십니까? 강순향인데요. 강순향 고객님이요? 네. 지금 현재 어디 거주하십니까? 미추홀구 연청로 1 조안동 시에 402호 삼화빌라요. 삼화빌라요? 예. 여기에 이게 집이 계속 비어 있어가지고. 고객님. 제가 다시 한번 여쭤볼게요. 네. 삼화빌라 몇 동 몇호세요? 시 조안동 시 동 402호라고요. 402호요? 네. 성함이 누구십니까? 아 지금은 제 앞으로 안되어있는데. 네. 우리 아들이 주인이거든요? 고객님 여기는요. 네 12월 22일날. 예. 이사 나간걸로 되어있으세요. 그 이사 나가고 다시 들어왔잖아요. 누가 들어오셨는데요? 그 새들어온 분이 들어왔는데 가스 요금이 28만원가요 26만원이 나왔다고 있더라고요. 그게 말이 안되니까 한달도 안썼는데. 고객님께 아니라 새로우신 분꺼 말씀하시는거죠? 예예. 저희가 확인을 좀 할게요 고객님. 주소가 정확하게 안알려주셔서 잠깐만요. 이거 한국결력에서 보낸 주소지거든요. 26-92 26-92 호수가 402호시라고요? 예 시동에. 시동에 402호. 새로오신 분이 김재운님 맞으시죠? 네. 김재운님이신데 지금 1월달 요금이 97640원 나왔는데요. 근데 왜 20몇만에 나왔다고 전화가 왔죠? c동에 402호 맞으신 거 아니세요? 예예 맞아요. 여기는 3월 빌라 c동 402호. 예. 907640원 나왔습니다. 아 그래요? 907640원이요? 네. 네 알겠습니다 수고하세요.
요금문의,"미납 요금을 정산하려고 하는데, 계량기 검침값을 확인했으니 바로 입금 전용 계좌로 납부할 수 있나요?",정성을 다하겠습니다 삼천리 도시가스 김지영입니다. 네 수고하십니다. 저기 이사가가지고 정산 좀 하려고요. 네 주소 어떻게 되십니까? 아 여기 세말로 연수 1동 세말로. 네. 어 17번지 17-17-12번지. 핸드폰으로 들어온게 연수 1동 560호-3번지도 확인되신데 맞으세요? 예예예. 몇 호. 옛날쪽 옛날주소. 네네 몇호 확인 해드릴까요? B05호요. B5호요? 네. 네 B5호 주소 확인되었습니다. 그러면 고객님께서 오전에 방문해드려서 요금 정산 해드려야하나요? 오전에 예예 지금 이사간다고 해가지고. 아 그럼 뭐 계량기 검침 보신거 있습니까? 네네네. 지침 몇호를 확인 되십니까? 저기 589호 되있는데요. 589요? 예. 세입자분한테서 먼저 금액 인증을 받으시고요. 예. 금액은 13410원입니다. 아 이렇게 밀렸어요? 네 미납있습니다 고객님. 아 아니 저기 그래서 제아 제으려고 그러는데. 네 13410원 제하시면 되세요. 아 그러면은 문자로 좀 넣어주세요. 고객님들이 저희 직원분 있다 오후쯤에 방문 드릴것 같고요. 예. 세입자분한테 해서 13410원 보증금액 접수하시면 될것 같습니다. 그러니까 이거를 저기 액수를 문자로 좀 넣어주세요 그 사람 보니깐. 알겠습니다. 있다가 오후에 고객님한테 연락드리고 방문 드려서 가스공급 중지하고 총 납부하실 금액 다시 안내해드릴거에요. 예 다시 해야해요? 다시 해야해요? 현장에 방문 드려야 되니깐요. 그러면 저기 예육사람이나 저기 지금 이사 간다고 그러는데. 그니깐 이사 가시니깐 금액 지금 지침 불러주셨잖아요. 네네네 그거는 하고. 그래서 금액을 안내해 드린거고. 네. 입금 전용 계좌로 지금 납부 안되세요. 네네네 알겠습니다. 기사 분이 현장에 방문 드려야지 입금할 수 있으시니까 금액은 바로 문자 발송 해드릴거고. 예 알겠습니다. 예예 기사 분한테 있다가 뭐 현금이나 카드 결제 아니면 계좌 이체 하셔서 마무리하시면 됩니다. 네네 알겠습니다. 네 오후에 연락 드리고 방문 드리겠습니다. 네 수고하세요. 네 지금 바로 문자는 금액은 문자 발송 해드렸습니다. 네 알겠습니다 수고하세요. 네 감사합니다. 네.
요금문의,왜 이번 달과 지난 달의 가스 요금이 이렇게 낮은지 확인해 주실 수 있나요?,감사합니다 도시가스 미라. 네 여기 연수동 517-4번지 202호. 517-4번지 202호. 네 그 가스 사용량을 좀 확인좀 해주실래요? 아니 사람이 사는데. 예? 이사 나간건 아니시고요. 네 20일날 이사 가기로 했는데. 네. 아니 사람이 살면서 어떻게 가스를 거의 안때고 방이 냉방이요 그러면서 아니 왜이렇게 가스를 안때냐니까 뭐 전화부터 뭐 방이 그렇다는데 얘기를 하는데 가스 사용하다가 체크해보니깐 가스가 1도 안돌아가는거에요 한번 사용량을 한번 좀 확인좀 해주세요 한달에 얼마실수인지. 여기 517에 4번지 202호. 예. 그니깐 이분이 아직 이사를 나가신건 아니시라는 말씀이신거죠? 예예예. 지금 현재 1월달에는 8000원 정도 나왔습니다. 그러니까 가스를 거의 안뜬다고 방이 아직 냉방이 되갖고는 내가 보일러 동파재꺼 만나서 거진한다니까요 그전에는 얼마 났어요? 그전에는 4천원 정도요 아니 그래갖고 무슨 방이 할자가 있는걸로 얘기를 하니까 내가 그래서 가스를 체크해보니깐 어디가고 오늘라고 나에게 체크해보니깐 하나도 1도 안들어가고 있는걸로. 네. 4천원 8천원이라고요? 네 한달에 한 지난달 기준은 10 정도 돌아가셨거든요? 그래서 이 겨울날에 응 그래갖고 동파 되면 어떻게 응 돈도없이 얘기하 그렇게 드릴까요? 알겠습니다. 네 감사합니다. 네.
요금문의,이번 달 요금 납부가 확인되었는지 언제쯤 확인할 수 있을까요?,네 알겠습니다 삼천리 도시가스 김수희입니다. 네 뭐 한가지만 물어보려고 하는데요. 경제 고객님 무엇을 도와드릴까요? 예 저기 뭐야 그 고지서 문자로 받았는데. 네네. 제가 그 카드로 그 뭐야 이체를 해놨거든요? 네네. 근데 어떻게 연체로 가부터죠? 주소가 어떻게 되십니까 확인해드리겠습니다. 예. 인천시 남구 서수경로. 네. 462번지. 네. 성도빌라. 네. 403호요. 네 주소 확인되었습니다. 고객님댁이 지금 12월달 요금을 1월 25일날 납부하셨습니다. 아니 그 저기 카드로 하는건데. 네 카드자동이체를 11월달부터 하진 않으셨고 1월달부터 하는걸로 접수하셨습니다 고객님. 어. 국민 카드사통에서 하셨습니다. 아니 그 저기 뭐야. 그 국민카드사에서. 네네. 아 그 118 얼마고 나온거 있죠 그거? 예 그게 두달 분 요금입니다. 두달 분 요금이라고요? 네 12월달 48510원 1월달에 609940원입니다. 아 그 두달꺼라고요? 네네 1월 25일날 카드자동이체 되셨습니다. 야 그거 아니 그 풍성카드에서. 삼성카드요? 예 먼저 삼성카드로 그거 하다가 이제 국민 카드로 이제 옮겼는데. 네네. 삼성카드에서 아니 그 저기 뭐야. 삼성카드는 아니서 삼성이 BC카드셨습니까? 있습니까? 기존으로가 BC카드였다가 국민카드로 변경하셨습니다. 예 그 bccard에서 네. 어. 두달치가 어떻게 빠져나가지? 1월 25일날. 빠져나가는거 아니에요 한달 한달? 아니요 1월 25일날 두달분 내셨다고요 고객님. 11월 25일까지는 bccard에서 자동이체 되셨고요. 예. 12월 22일날 카드사업통해서 카드자동이체를 변경하셨고요. 예. 그러면서 고객님께서 12월부터 하시지 않으셨고 1월달부터 해달라고 적용되셔서 1월달에 되었습니다 고객님. 다시 설명해드리겠습니다 11월까지는 bccard에서 자동이체 되셨고요. 1월까지요? 네네 그리고 고객님이 12월 21일날 국민카드 4통에서. 예. 저희 상담원이 아니라 국민카드 4통에서 변경을 하셨어요 고객님. 예. 그래서 국민카드사에서 1월달부터 적용하는걸로 접수하셨습니다 12월달부터 적용하는게 아니라 1월달부터 적용하는걸로 하시다 보니까. 근데 고객님 삼성카드에서 맨 마지막에 빠져나간게 몇달치달꺼 빠져나간거에요? 삼성카드요? 예. 삼성카드가 삼성bc 카드십니까? 예예. 그게 11월 25일날 빠졌습니다. 101040원입니다. 101040원 그거 빠져나간거라고요? 네네. 그게 10월달꺼 쓴겁니까 그러면은? 10월달께 11월 25일날 납부하시는거죠 사용기간이. 아. 10월 7일부터 11월 5일까지 사용한 금액입니다. 아 그다음에 이제 국민카드에서 몇월부터 두달 지나간거라 그랬죠? 네 12월달 11월 6일부터 12월 6일까지 쓴 요금. 11월 분 48510원. 12월 7일부터 1월 7일까지. 음. 1월 분 69940원에서. 네. 두달 분 고객님 댁에 국민카드에서 118450원 결제하셨습니다. 아 그래서 거기 조금 연체가 붙은거에요? 네 맞습니다 가산금은 다다음달에 청구되기 때문에 2월달 고지서에 청구되셨습니다. 아 요번에 고지서에 청구됐다 이거잖아요? 네네. 아 예 알겠습니다 그러면은. 예. 아 나 이거 118400원인가 나왔을때 왜이렇게 많이 나왔나 했지. 도시가스스 비가 아 그 두달 분이구나 그게? 네네. 예 알겠습니다. 네 동호하시오 없으십니까? 네네 감사합니다. 네 감사합니다 상담원 윤정이였습니다. 네. 음.
요금문의,미납 요금이 103호에서 101호로 포함된 내역에 대해 자세한 설명을 받을 수 있을까요?,정성을 다하겠습니다 삼천리 도시가스 윤정입니다. 아 네 요금 문의 좀 하려고요. 네 주소가 어떻게 되십니까? 네 문학동 삼팔요금 16번지. 네. 101호고요. 101호 입니까? 네. 아 예 금액 고지된 금액만 확인하시는건가요? 그니깐 고지서를 받았는데. 예. 이게 미납금액이 4만 700얼마가 나왔어요. 예. 이 미납금액이 언제적 건지. 지금 현재 미납은 잠시만요 고객님. 네. 혹시 103호에서 101호로 옮기신건가요? 네네. 아예 103호에서 정산하셨는데 그때 당시에 요금 납부가 안되셔서 101호로 같이 포함돼서 나오신거거든요. 아 103호에서 정산이 안된게 104호 101호로 같이 온거라고요? 네 그렇습니다. 기존에 101호에는 저기 정산할 금액이 없었잖아요 이사정산 나간거라. 예. 어 알겠습니다 그러면. 예. 이 4만원이 103호 미납금액이 얼마라는 거죠 금액? 103호는 35520원 확인립니다. 35520원. 요게 한달치는 아닐거 같은데. 한달치입니다. 아 한달치에요 그. 네. 아마 무슨 혜택 받으시는게 있는것 같은데. 예예. 할인할 때 그 다해서 35250원이라는 거예요? 네 그렇습니다. 예 그럼 이번달 나온 거는. 처음으로 나온거고. 네 그렇습니다. 그 전원 그 전이 35000 얼마라는 거죠? 네 맞습니다. 알겠습니다. 감사합니다. 네. 삼천리 도시가스 입니다.
요금문의,미납 요금이 있다면 납부 방법을 안내받을 수 있을까요?,정성을 다하겠습니다. 삼천리 도시가스 정사랍니다. 네 여기 미치월구 주안동이고요. 네 미치월구 주안동. 1506. 네. 411. 네 1506에 10에. 10에. 네. 202호요. 202호. 예 미납금이 있나요 혹시? 전화주신 분은 관객 어떻게 되십니까? 아 고객님 납부하실 사람이고요. 네 말씀하신 세대 이사 접수 토일날 되어있습니다. 아. 이사 완료되시면은 이제 없으실 거 같습니다만. 네. 이사 2위 한번 더 확인해 보셔야 될 것 같습니다. 네 거기는 대충 얼마 정도 나왔나요? 저번달에. 전 달 사용금액 대략적으로 안내해드리면 15만원 정도 확인됩니다. 아 네. 이사수는 되 있고요. 네. 예 감사합니다. 네 감사합니다. 네.
